date,ward_id,period,sar_water_extent
2016-07-29,70,2014-2016,0.0
2016-07-29,45,2014-2016,0.00013167016343909214
2016-07-29,100,2014-2016,0.0
2016-07-29,92,2014-2016,0.0
2016-07-29,9,2014-2016,0.0
2016-07-29,114,2014-2016,0.0
2016-07-29,101,2014-2016,0.0
2016-07-29,138,2014-2016,0.0
2016-07-29,31,2014-2016,0.0
2016-07-29,104,2014-2016,0.0
2016-07-29,5,2014-2016,0.0
2016-07-29,126,2014-2016,0.0
2016-07-29,14,2014-2016,0.0
2016-07-29,111,2014-2016,0.0
2016-07-29,130,2014-2016,0.0
2016-07-29,19,2014-2016,9.691644187436403e-06
2016-07-29,78,2014-2016,0.0
2016-07-29,27,2014-2016,0.0
2016-07-29,98,2014-2016,0.0
2016-07-29,6,2014-2016,4.634064150744769e-05
2016-07-29,2,2014-2016,0.0
2016-07-29,59,2014-2016,0.0
2016-07-29,131,2014-2016,0.0
2016-07-29,42,2014-2016,0.0
2016-07-29,129,2014-2016,0.0
2016-07-29,51,2014-2016,0.0
2016-07-29,120,2014-2016,0.0
2016-07-29,8,2014-2016,0.0
2016-07-29,1,2014-2016,0.0
2016-07-29,80,2014-2016,0.0333840271837993
2016-07-29,55,2014-2016,0.0
2016-07-29,64,2014-2016,0.0
2016-07-29,107,2014-2016,0.0
2016-07-29,77,2014-2016,0.0
2016-07-29,28,2014-2016,0.0
2016-07-29,112,2014-2016,0.0
2016-07-29,133,2014-2016,0.0
2016-07-29,65,2014-2016,0.0
2016-07-29,24,2014-2016,0.0
2016-07-29,128,2014-2016,0.0
2016-07-29,50,2014-2016,0.0
2016-07-29,113,2014-2016,0.0
2016-07-29,94,2014-2016,0.0
2016-07-29,79,2014-2016,0.024804322349017537
2016-07-29,11,2014-2016,0.0
2016-07-29,15,2014-2016,0.0
2016-07-29,140,2014-2016,0.0
2016-07-29,97,2014-2016,0.0
2016-07-29,48,2014-2016,0.0
2016-07-29,35,2014-2016,0.0
2016-07-29,116,2014-2016,0.0
2016-07-29,95,2014-2016,0.0
2016-07-29,30,2014-2016,0.0
2016-07-29,58,2014-2016,0.058344587223885344
2016-08-10,93,2014-2016,0.0
2016-08-10,61,2014-2016,0.0
2016-08-10,86,2014-2016,0.0
2016-08-10,90,2014-2016,0.062334637064304595
2016-08-10,26,2014-2016,0.0
2016-08-10,72,2014-2016,0.0
2016-08-10,134,2014-2016,0.0
2016-08-10,99,2014-2016,0.0
2016-08-10,125,2014-2016,0.0
2016-08-10,118,2014-2016,0.0
2016-08-10,83,2014-2016,0.0
2016-08-10,43,2014-2016,0.0
2016-08-10,47,2014-2016,0.0
2016-08-10,115,2014-2016,0.0
2016-08-10,68,2014-2016,0.0
2016-08-10,39,2014-2016,0.0
2016-08-10,12,2014-2016,0.0
2016-08-10,108,2014-2016,0.15564894805858767
2016-08-10,110,2014-2016,0.006739379094665545
2016-08-10,141,2014-2016,0.0005091097720959434
2016-08-10,17,2014-2016,0.0
2016-08-10,7,2014-2016,0.0
2016-08-10,16,2014-2016,0.0
2016-08-10,137,2014-2016,0.0
2016-08-10,84,2014-2016,0.0
2016-08-10,18,2014-2016,0.0
2016-08-10,25,2014-2016,0.0
2016-08-10,60,2014-2016,0.0
2016-08-10,10,2014-2016,0.0
2016-08-10,62,2014-2016,0.0
2016-08-10,71,2014-2016,0.0
2016-08-10,91,2014-2016,0.0
2016-08-10,75,2014-2016,0.0
2016-08-10,96,2014-2016,0.0
2016-08-10,88,2014-2016,0.0
2016-08-10,44,2014-2016,0.0
2016-08-10,85,2014-2016,0.0
2016-08-10,89,2014-2016,0.0
2016-08-10,67,2014-2016,0.0
2016-08-10,76,2014-2016,0.0
2016-08-10,74,2014-2016,0.0
2016-08-10,87,2014-2016,0.0
2016-08-10,132,2014-2016,0.0
2016-08-10,69,2014-2016,0.0
2016-08-10,22,2014-2016,0.0
2016-08-10,119,2014-2016,0.0
2016-08-10,54,2014-2016,0.0
2016-08-10,122,2014-2016,0.001426006303755621
2016-08-10,29,2014-2016,0.0
2016-08-10,109,2014-2016,0.01713879890116686
2016-08-10,32,2014-2016,0.0
2016-08-10,57,2014-2016,0.11146935456269753
2016-08-10,136,2014-2016,0.0
2016-08-10,106,2014-2016,0.0
2016-08-10,4,2014-2016,0.0
2016-08-10,52,2014-2016,0.0
2016-08-10,38,2014-2016,0.0
2016-08-10,81,2014-2016,0.0
2016-08-10,127,2014-2016,0.0
2016-08-10,53,2014-2016,0.0
2016-08-10,34,2014-2016,0.0
2016-08-10,135,2014-2016,0.0
2016-08-10,117,2014-2016,0.0012300894347377245
2016-08-10,105,2014-2016,0.0
2016-08-10,20,2014-2016,0.0
2016-08-10,102,2014-2016,0.0
2016-08-10,46,2014-2016,0.0
2016-08-10,73,2014-2016,0.0
2016-08-10,82,2014-2016,0.0
2016-08-10,124,2014-2016,0.0
2016-08-10,56,2014-2016,0.0
2016-08-10,3,2014-2016,0.0
2016-08-10,36,2014-2016,0.0
2016-08-10,41,2014-2016,0.0
2016-08-10,37,2014-2016,0.0
2016-08-10,139,2014-2016,0.0
2016-08-10,23,2014-2016,0.0
2016-08-10,40,2014-2016,0.0
2016-08-10,121,2014-2016,0.0
2016-08-10,33,2014-2016,0.004268855938023679
2016-08-10,103,2014-2016,0.0
2016-08-10,13,2014-2016,0.0
2016-08-10,66,2014-2016,0.0
2016-08-10,123,2014-2016,0.0
2016-08-10,63,2014-2016,0.0
2016-08-10,21,2014-2016,0.0
2016-08-10,49,2014-2016,0.0
2016-08-10,70,2014-2016,0.0
2016-08-10,45,2014-2016,0.0
2016-08-10,100,2014-2016,0.0
2016-08-10,92,2014-2016,0.0
2016-08-10,9,2014-2016,0.0
2016-08-10,114,2014-2016,0.0
2016-08-10,101,2014-2016,0.0
2016-08-10,138,2014-2016,0.0
2016-08-10,31,2014-2016,0.0
2016-08-10,104,2014-2016,0.0
2016-08-10,5,2014-2016,0.0
2016-08-10,126,2014-2016,0.0
2016-08-10,14,2014-2016,0.0
2016-08-10,111,2014-2016,0.0
2016-08-10,130,2014-2016,0.0
2016-08-10,19,2014-2016,0.0
2016-08-10,78,2014-2016,0.0
2016-08-10,27,2014-2016,0.0
2016-08-10,98,2014-2016,0.0
2016-08-10,6,2014-2016,0.0
2016-08-10,2,2014-2016,0.0
2016-08-10,59,2014-2016,0.0
2016-08-10,131,2014-2016,0.0
2016-08-10,42,2014-2016,0.0
2016-08-10,129,2014-2016,0.0
2016-08-10,51,2014-2016,0.0
2016-08-10,120,2014-2016,0.0
2016-08-10,8,2014-2016,0.0
2016-08-10,1,2014-2016,0.0
2016-08-10,80,2014-2016,0.007576339468627051
2016-08-10,55,2014-2016,0.0
2016-08-10,64,2014-2016,0.0
2016-08-10,107,2014-2016,0.0
2016-08-10,77,2014-2016,0.0
2016-08-10,28,2014-2016,0.0
2016-08-10,112,2014-2016,0.0
2016-08-10,133,2014-2016,0.0
2016-08-10,65,2014-2016,0.0
2016-08-10,24,2014-2016,0.0
2016-08-10,128,2014-2016,0.0
2016-08-10,50,2014-2016,0.0
2016-08-10,113,2014-2016,0.0
2016-08-10,94,2014-2016,0.0
2016-08-10,79,2014-2016,0.0
2016-08-10,11,2014-2016,0.0
2016-08-10,15,2014-2016,0.0
2016-08-10,140,2014-2016,0.0
2016-08-10,97,2014-2016,0.0
2016-08-10,48,2014-2016,0.0
2016-08-10,35,2014-2016,0.0
2016-08-10,116,2014-2016,0.0
2016-08-10,95,2014-2016,0.0
2016-08-10,30,2014-2016,0.0
2016-08-10,58,2014-2016,0.04623523263379054
2016-08-17,93,2014-2016,0.0
2016-08-17,61,2014-2016,0.0
2016-08-17,86,2014-2016,0.0
2016-08-17,90,2014-2016,0.0
2016-08-17,26,2014-2016,0.0
2016-08-17,72,2014-2016,0.0
2016-08-17,134,2014-2016,0.0
2016-08-17,99,2014-2016,0.0
2016-08-17,125,2014-2016,0.0
2016-08-17,118,2014-2016,0.0
2016-08-17,83,2014-2016,0.0
2016-08-17,43,2014-2016,0.0
2016-08-17,47,2014-2016,0.0
2016-08-17,115,2014-2016,0.0
2016-08-17,68,2014-2016,0.0
2016-08-17,39,2014-2016,0.0
2016-08-17,12,2014-2016,0.0
2016-08-17,108,2014-2016,0.4403030688643057
2016-08-17,110,2014-2016,0.0
2016-08-17,141,2014-2016,0.0
2016-08-17,17,2014-2016,0.0
2016-08-17,7,2014-2016,0.0
2016-08-17,16,2014-2016,0.0
2016-08-17,137,2014-2016,0.0
2016-08-17,84,2014-2016,0.0
2016-08-17,18,2014-2016,0.0
2016-08-17,25,2014-2016,0.0
2016-08-17,60,2014-2016,0.0
2016-08-17,10,2014-2016,0.0
2016-08-17,62,2014-2016,0.0
2016-08-17,71,2014-2016,0.0
2016-08-17,91,2014-2016,0.0
2016-08-17,75,2014-2016,0.0
2016-08-17,96,2014-2016,0.0
2016-08-17,88,2014-2016,0.0
2016-08-17,44,2014-2016,0.0
2016-08-17,85,2014-2016,0.0
2016-08-17,89,2014-2016,0.0
2016-08-17,67,2014-2016,0.0
2016-08-17,76,2014-2016,0.0
2016-08-17,74,2014-2016,0.0
2016-08-17,87,2014-2016,0.0
2016-08-17,132,2014-2016,0.0
2016-08-17,69,2014-2016,0.0
2016-08-17,22,2014-2016,0.0
2016-08-17,119,2014-2016,0.0
2016-08-17,54,2014-2016,0.0
2016-08-17,122,2014-2016,0.0
2016-08-17,29,2014-2016,0.0
2016-08-17,109,2014-2016,0.0
2016-08-17,32,2014-2016,0.0
2016-08-17,57,2014-2016,0.0
2016-08-17,136,2014-2016,0.0
2016-08-17,106,2014-2016,0.0
2016-08-17,4,2014-2016,0.0
2016-08-17,52,2014-2016,0.0
2016-08-17,38,2014-2016,0.0
2016-08-17,81,2014-2016,0.0
2016-08-17,127,2014-2016,0.0
2016-08-17,53,2014-2016,0.0
2016-08-17,34,2014-2016,0.0
2016-08-17,135,2014-2016,0.0
2016-08-17,117,2014-2016,0.0
2016-08-17,105,2014-2016,0.0
2016-08-17,20,2014-2016,0.0
2016-08-17,102,2014-2016,0.0
2016-08-17,46,2014-2016,0.0
2016-08-17,73,2014-2016,0.0
2016-08-17,82,2014-2016,0.0
2016-08-17,124,2014-2016,0.0
2016-08-17,56,2014-2016,0.0
2016-08-17,3,2014-2016,0.0
2016-08-17,36,2014-2016,0.0
2016-08-17,41,2014-2016,0.0
2016-08-17,37,2014-2016,0.0
2016-08-17,139,2014-2016,0.0
2016-08-17,23,2014-2016,0.0
2016-08-17,40,2014-2016,0.0
2016-08-17,121,2014-2016,0.0
2016-08-17,33,2014-2016,0.0
2016-08-17,103,2014-2016,0.0
2016-08-17,13,2014-2016,0.0
2016-08-17,66,2014-2016,0.0
2016-08-17,123,2014-2016,0.0
2016-08-17,63,2014-2016,0.0
2016-08-17,21,2014-2016,0.0
2016-08-17,49,2014-2016,0.0
2016-08-17,70,2014-2016,0.0
2016-08-17,45,2014-2016,0.0
2016-08-17,100,2014-2016,0.0
2016-08-17,92,2014-2016,0.0
2016-08-17,9,2014-2016,0.0
2016-08-17,114,2014-2016,0.0
2016-08-17,101,2014-2016,0.0
2016-08-17,138,2014-2016,0.0
2016-08-17,31,2014-2016,0.0
2016-08-17,104,2014-2016,0.0
2016-08-17,5,2014-2016,0.0
2016-08-17,126,2014-2016,0.0
2016-08-17,14,2014-2016,0.0
2016-08-17,111,2014-2016,0.0
2016-08-17,130,2014-2016,0.0
2016-08-17,19,2014-2016,0.0
2016-08-17,78,2014-2016,0.0
2016-08-17,27,2014-2016,0.0
2016-08-17,98,2014-2016,0.0
2016-08-17,6,2014-2016,0.0
2016-08-17,2,2014-2016,0.0
2016-08-17,59,2014-2016,0.0
2016-08-17,131,2014-2016,0.0
2016-08-17,42,2014-2016,0.0
2016-08-17,129,2014-2016,0.0
2016-08-17,51,2014-2016,0.0
2016-08-17,120,2014-2016,0.0
2016-08-17,8,2014-2016,0.0
2016-08-17,1,2014-2016,0.0
2016-08-17,80,2014-2016,0.0
2016-08-17,55,2014-2016,0.0
2016-08-17,64,2014-2016,0.0
2016-08-17,107,2014-2016,0.0
2016-08-17,77,2014-2016,0.0
2016-08-17,28,2014-2016,0.0
2016-08-17,112,2014-2016,0.0
2016-08-17,133,2014-2016,0.0
2016-08-17,65,2014-2016,0.0
2016-08-17,24,2014-2016,0.0
2016-08-17,128,2014-2016,0.0
2016-08-17,50,2014-2016,0.0
2016-08-17,113,2014-2016,0.0
2016-08-17,94,2014-2016,0.0
2016-08-17,79,2014-2016,0.0
2016-08-17,11,2014-2016,0.0
2016-08-17,15,2014-2016,0.0
2016-08-17,140,2014-2016,0.0
2016-08-17,97,2014-2016,0.0
2016-08-17,48,2014-2016,0.0
2016-08-17,35,2014-2016,0.0
2016-08-17,116,2014-2016,0.0
2016-08-17,95,2014-2016,0.0
2016-08-17,30,2014-2016,0.0
2016-08-17,58,2014-2016,1.0
2016-08-22,93,2014-2016,0.0
2016-08-22,61,2014-2016,0.0
2016-08-22,86,2014-2016,0.0
2016-08-22,90,2014-2016,0.098216171782695
2016-08-22,26,2014-2016,0.0
2016-08-22,72,2014-2016,0.0
2016-08-22,134,2014-2016,0.0
2016-08-22,99,2014-2016,0.0
2016-08-22,125,2014-2016,0.0
2016-08-22,118,2014-2016,0.0
2016-08-22,83,2014-2016,0.0
2016-08-22,43,2014-2016,0.0
2016-08-22,47,2014-2016,0.0
2016-08-22,115,2014-2016,0.0
2016-08-22,68,2014-2016,0.0
2016-08-22,39,2014-2016,0.0
2016-08-22,12,2014-2016,0.0
2016-08-22,108,2014-2016,0.16843444082030648
2016-08-22,110,2014-2016,0.009423724941458671
2016-08-22,141,2014-2016,0.013356762874231506
2016-08-22,17,2014-2016,0.0
2016-08-22,7,2014-2016,0.0037686769690825116
2016-08-22,16,2014-2016,0.0
2016-08-22,137,2014-2016,0.00024354281991201065
2016-08-22,84,2014-2016,0.0
2016-08-22,18,2014-2016,0.0
2016-08-22,25,2014-2016,0.0
2016-08-22,60,2014-2016,0.0
2016-08-22,10,2014-2016,0.0
2016-08-22,62,2014-2016,0.0
2016-08-22,71,2014-2016,0.0
2016-08-22,91,2014-2016,0.0
2016-08-22,75,2014-2016,0.001750736382155168
2016-08-22,96,2014-2016,0.0
2016-08-22,88,2014-2016,0.0
2016-08-22,44,2014-2016,0.0
2016-08-22,85,2014-2016,0.0
2016-08-22,89,2014-2016,0.0
2016-08-22,67,2014-2016,0.0
2016-08-22,76,2014-2016,0.0
2016-08-22,74,2014-2016,0.0
2016-08-22,87,2014-2016,0.0
2016-08-22,132,2014-2016,0.0
2016-08-22,69,2014-2016,0.0
2016-08-22,22,2014-2016,0.0
2016-08-22,119,2014-2016,0.0
2016-08-22,54,2014-2016,0.0
2016-08-22,122,2014-2016,0.006591309016075635
2016-08-22,29,2014-2016,0.0
2016-08-22,109,2014-2016,0.018917549514569733
2016-08-22,32,2014-2016,0.0010214273546021112
2016-08-22,57,2014-2016,0.11866892332802412
2016-08-22,136,2014-2016,0.0
2016-08-22,106,2014-2016,0.0
2016-08-22,4,2014-2016,0.0
2016-08-22,52,2014-2016,0.0
2016-08-22,38,2014-2016,0.0
2016-08-22,81,2014-2016,0.0
2016-08-22,127,2014-2016,0.0
2016-08-22,53,2014-2016,0.0
2016-08-22,34,2014-2016,0.0
2016-08-22,135,2014-2016,0.0
2016-08-22,117,2014-2016,0.014078459875987354
2016-08-22,105,2014-2016,0.0
2016-08-22,20,2014-2016,0.0
2016-08-22,102,2014-2016,0.0
2016-08-22,46,2014-2016,0.0
2016-08-22,73,2014-2016,0.0
2016-08-22,82,2014-2016,0.0
2016-08-22,124,2014-2016,0.0
2016-08-22,56,2014-2016,0.0
2016-08-22,3,2014-2016,0.0
2016-08-22,36,2014-2016,0.0
2016-08-22,41,2014-2016,0.0
2016-08-22,37,2014-2016,0.0
2016-08-22,139,2014-2016,0.0
2016-08-22,23,2014-2016,0.0
2016-08-22,40,2014-2016,0.0
2016-08-22,121,2014-2016,0.0
2016-08-22,33,2014-2016,0.06523662333726672
2016-08-22,103,2014-2016,0.0
2016-08-22,13,2014-2016,0.0
2016-08-22,66,2014-2016,0.0
2016-08-22,123,2014-2016,0.0
2016-08-22,63,2014-2016,0.0
2016-08-22,21,2014-2016,3.221942347944458e-05
2016-08-22,49,2014-2016,0.0
2016-08-22,70,2014-2016,0.0
2016-08-22,45,2014-2016,0.000572763941288258
2016-08-22,100,2014-2016,0.0
2016-08-22,92,2014-2016,0.0
2016-08-22,9,2014-2016,0.0003776898849102325
2016-08-22,114,2014-2016,0.0
2016-08-22,101,2014-2016,0.0
2016-08-22,138,2014-2016,0.0
2016-08-22,31,2014-2016,0.0
2016-08-22,104,2014-2016,0.0
2016-08-22,5,2014-2016,0.0
2016-08-22,126,2014-2016,0.0
2016-08-22,14,2014-2016,0.0
2016-08-22,111,2014-2016,0.0
2016-08-22,130,2014-2016,0.0
2016-08-22,19,2014-2016,0.0006573623778751531
2016-08-22,78,2014-2016,0.0
2016-08-22,27,2014-2016,0.0
2016-08-22,98,2014-2016,0.0
2016-08-22,6,2014-2016,0.0013339703998042024
2016-08-22,2,2014-2016,0.0
2016-08-22,59,2014-2016,0.0
2016-08-22,131,2014-2016,0.0
2016-08-22,42,2014-2016,0.0
2016-08-22,129,2014-2016,0.0
2016-08-22,51,2014-2016,0.0
2016-08-22,120,2014-2016,0.0
2016-08-22,8,2014-2016,0.00011847259478894489
2016-08-22,1,2014-2016,0.0
2016-08-22,80,2014-2016,0.030342599050651817
2016-08-22,55,2014-2016,0.0
2016-08-22,64,2014-2016,0.0
2016-08-22,107,2014-2016,0.0
2016-08-22,77,2014-2016,0.0
2016-08-22,28,2014-2016,0.0
2016-08-22,112,2014-2016,0.0
2016-08-22,133,2014-2016,0.0
2016-08-22,65,2014-2016,0.0
2016-08-22,24,2014-2016,0.0
2016-08-22,128,2014-2016,0.0
2016-08-22,50,2014-2016,0.0
2016-08-22,113,2014-2016,0.0
2016-08-22,94,2014-2016,0.0
2016-08-22,79,2014-2016,0.01293106389560525
2016-08-22,11,2014-2016,0.0
2016-08-22,15,2014-2016,0.0
2016-08-22,140,2014-2016,0.0
2016-08-22,97,2014-2016,0.0
2016-08-22,48,2014-2016,0.0
2016-08-22,35,2014-2016,0.0
2016-08-22,116,2014-2016,0.0
2016-08-22,95,2014-2016,0.0
2016-08-22,30,2014-2016,0.0
2016-08-22,58,2014-2016,0.05093452148021414
2016-09-03,93,2014-2016,0.0
2016-09-03,61,2014-2016,0.0
2016-09-03,86,2014-2016,0.0
2016-09-03,90,2014-2016,0.09402574388474039
2016-09-03,26,2014-2016,0.0
2016-09-03,72,2014-2016,0.0
2016-09-03,134,2014-2016,0.0
2016-09-03,99,2014-2016,0.0
2016-09-03,125,2014-2016,0.0
2016-09-03,118,2014-2016,0.0
2016-09-03,83,2014-2016,0.0
2016-09-03,43,2014-2016,0.0
2016-09-03,47,2014-2016,0.0
2016-09-03,115,2014-2016,0.0
2016-09-03,68,2014-2016,0.0
2016-09-03,39,2014-2016,0.0
2016-09-03,12,2014-2016,0.0
2016-09-03,108,2014-2016,0.18582199500430258
2016-09-03,110,2014-2016,0.009709059683728783
2016-09-03,141,2014-2016,0.0052113271337685734
2016-09-03,17,2014-2016,0.0
2016-09-03,7,2014-2016,0.002065877183182512
2016-09-03,16,2014-2016,0.0
2016-09-03,137,2014-2016,0.0
2016-09-03,84,2014-2016,0.0
2016-09-03,18,2014-2016,0.0
2016-09-03,25,2014-2016,0.0
2016-09-03,60,2014-2016,0.0
2016-09-03,10,2014-2016,0.0
2016-09-03,62,2014-2016,0.0
2016-09-03,71,2014-2016,0.0
2016-09-03,91,2014-2016,0.0
2016-09-03,75,2014-2016,0.0026264547389394572
2016-09-03,96,2014-2016,0.0
2016-09-03,88,2014-2016,0.0
2016-09-03,44,2014-2016,0.0
2016-09-03,85,2014-2016,0.0
2016-09-03,89,2014-2016,0.0
2016-09-03,67,2014-2016,0.0
2016-09-03,76,2014-2016,0.0
2016-09-03,74,2014-2016,0.0
2016-09-03,87,2014-2016,0.0
2016-09-03,132,2014-2016,0.0
2016-09-03,69,2014-2016,0.0
2016-09-03,22,2014-2016,0.0
2016-09-03,119,2014-2016,0.0
2016-09-03,54,2014-2016,0.0
2016-09-03,122,2014-2016,0.0065279229324826556
2016-09-03,29,2014-2016,0.0
2016-09-03,109,2014-2016,0.016271009832768055
2016-09-03,32,2014-2016,0.0
2016-09-03,57,2014-2016,0.1238587572030405
2016-09-03,136,2014-2016,0.0
2016-09-03,106,2014-2016,0.0
2016-09-03,4,2014-2016,0.0
2016-09-03,52,2014-2016,0.0
2016-09-03,38,2014-2016,0.0
2016-09-03,81,2014-2016,0.0
2016-09-03,127,2014-2016,0.0
2016-09-03,53,2014-2016,0.0
2016-09-03,34,2014-2016,0.0
2016-09-03,135,2014-2016,0.0
2016-09-03,117,2014-2016,0.01148183168985546
2016-09-03,105,2014-2016,0.0
2016-09-03,20,2014-2016,0.0
2016-09-03,102,2014-2016,0.0
2016-09-03,46,2014-2016,0.0
2016-09-03,73,2014-2016,0.0
2016-09-03,82,2014-2016,0.0
2016-09-03,124,2014-2016,0.0
2016-09-03,56,2014-2016,0.0
2016-09-03,3,2014-2016,0.0
2016-09-03,36,2014-2016,0.0
2016-09-03,41,2014-2016,0.0
2016-09-03,37,2014-2016,0.0
2016-09-03,139,2014-2016,0.0
2016-09-03,23,2014-2016,0.0
2016-09-03,40,2014-2016,0.0
2016-09-03,121,2014-2016,0.0
2016-09-03,33,2014-2016,0.06780974595678389
2016-09-03,103,2014-2016,0.0
2016-09-03,13,2014-2016,0.0
2016-09-03,66,2014-2016,0.0014672175513741918
2016-09-03,123,2014-2016,0.0
2016-09-03,63,2014-2016,0.0
2016-09-03,21,2014-2016,0.0
2016-09-03,49,2014-2016,0.0
2016-09-03,70,2014-2016,0.0
2016-09-03,45,2014-2016,0.0002106152639783466
2016-09-03,100,2014-2016,0.0
2016-09-03,92,2014-2016,0.0
2016-09-03,9,2014-2016,1.4526495667802817e-05
2016-09-03,114,2014-2016,0.0
2016-09-03,101,2014-2016,0.0
2016-09-03,138,2014-2016,0.0
2016-09-03,31,2014-2016,0.0
2016-09-03,104,2014-2016,0.0
2016-09-03,5,2014-2016,0.0
2016-09-03,126,2014-2016,0.0
2016-09-03,14,2014-2016,0.0
2016-09-03,111,2014-2016,0.0
2016-09-03,130,2014-2016,0.0
2016-09-03,19,2014-2016,0.0002438768341233759
2016-09-03,78,2014-2016,0.0
2016-09-03,27,2014-2016,0.0
2016-09-03,98,2014-2016,0.0
2016-09-03,6,2014-2016,0.0010300623436291579
2016-09-03,2,2014-2016,0.0
2016-09-03,59,2014-2016,0.0
2016-09-03,131,2014-2016,0.0
2016-09-03,42,2014-2016,0.0
2016-09-03,129,2014-2016,0.0
2016-09-03,51,2014-2016,0.0
2016-09-03,120,2014-2016,0.0
2016-09-03,8,2014-2016,6.630124896336367e-05
2016-09-03,1,2014-2016,0.0
2016-09-03,80,2014-2016,0.02743468613173006
2016-09-03,55,2014-2016,0.0
2016-09-03,64,2014-2016,0.0
2016-09-03,107,2014-2016,0.0
2016-09-03,77,2014-2016,0.0
2016-09-03,28,2014-2016,0.0
2016-09-03,112,2014-2016,0.0
2016-09-03,133,2014-2016,0.0
2016-09-03,65,2014-2016,0.0
2016-09-03,24,2014-2016,0.0
2016-09-03,128,2014-2016,0.0
2016-09-03,50,2014-2016,0.0
2016-09-03,113,2014-2016,0.0
2016-09-03,94,2014-2016,0.0
2016-09-03,79,2014-2016,0.02814831643966045
2016-09-03,11,2014-2016,0.0
2016-09-03,15,2014-2016,0.0
2016-09-03,140,2014-2016,0.0
2016-09-03,97,2014-2016,0.0
2016-09-03,48,2014-2016,0.0
2016-09-03,35,2014-2016,0.0
2016-09-03,116,2014-2016,0.0
2016-09-03,95,2014-2016,0.0
2016-09-03,30,2014-2016,0.0
2016-09-03,58,2014-2016,0.058270308394821294
2016-09-10,93,2014-2016,0.0
2016-09-10,61,2014-2016,0.0
2016-09-10,86,2014-2016,0.0
2016-09-10,90,2014-2016,0.0
2016-09-10,26,2014-2016,0.0
2016-09-10,72,2014-2016,0.0
2016-09-10,134,2014-2016,0.0
2016-09-10,99,2014-2016,0.0
2016-09-10,125,2014-2016,0.0
2016-09-10,118,2014-2016,0.0
2016-09-10,83,2014-2016,0.0
2016-09-10,43,2014-2016,0.0
2016-09-10,47,2014-2016,0.0
2016-09-10,115,2014-2016,0.0
2016-09-10,68,2014-2016,0.0
2016-09-10,39,2014-2016,0.0
2016-09-10,12,2014-2016,0.0
2016-09-10,108,2014-2016,0.45308315828610035
2016-09-10,110,2014-2016,0.0
2016-09-10,141,2014-2016,0.0
2016-09-10,17,2014-2016,0.0
2016-09-10,7,2014-2016,0.0
2016-09-10,16,2014-2016,0.0
2016-09-10,137,2014-2016,0.0
2016-09-10,84,2014-2016,0.0
2016-09-10,18,2014-2016,0.0
2016-09-10,25,2014-2016,0.0
2016-09-10,60,2014-2016,0.0
2016-09-10,10,2014-2016,0.0
2016-09-10,62,2014-2016,0.0
2016-09-10,71,2014-2016,0.0
2016-09-10,91,2014-2016,0.0
2016-09-10,75,2014-2016,0.0
2016-09-10,96,2014-2016,0.0
2016-09-10,88,2014-2016,0.0
2016-09-10,44,2014-2016,0.0
2016-09-10,85,2014-2016,0.0
2016-09-10,89,2014-2016,0.0
2016-09-10,67,2014-2016,0.0
2016-09-10,76,2014-2016,0.0
2016-09-10,74,2014-2016,0.0
2016-09-10,87,2014-2016,0.0
2016-09-10,132,2014-2016,0.0
2016-09-10,69,2014-2016,0.0
2016-09-10,22,2014-2016,0.0
2016-09-10,119,2014-2016,0.0
2016-09-10,54,2014-2016,0.0
2016-09-10,122,2014-2016,0.0
2016-09-10,29,2014-2016,0.0
2016-09-10,109,2014-2016,0.0
2016-09-10,32,2014-2016,0.0
2016-09-10,57,2014-2016,0.0
2016-09-10,136,2014-2016,0.0
2016-09-10,106,2014-2016,0.0
2016-09-10,4,2014-2016,0.0
2016-09-10,52,2014-2016,0.0
2016-09-10,38,2014-2016,0.0
2016-09-10,81,2014-2016,0.0
2016-09-10,127,2014-2016,0.0
2016-09-10,53,2014-2016,0.0
2016-09-10,34,2014-2016,0.0
2016-09-10,135,2014-2016,0.0
2016-09-10,117,2014-2016,0.0
2016-09-10,105,2014-2016,0.0
2016-09-10,20,2014-2016,0.0
2016-09-10,102,2014-2016,0.0
2016-09-10,46,2014-2016,0.0
2016-09-10,73,2014-2016,0.0
2016-09-10,82,2014-2016,0.0
2016-09-10,124,2014-2016,0.0
2016-09-10,56,2014-2016,0.0
2016-09-10,3,2014-2016,0.0
2016-09-10,36,2014-2016,0.0
2016-09-10,41,2014-2016,0.0
2016-09-10,37,2014-2016,0.0
2016-09-10,139,2014-2016,0.0
2016-09-10,23,2014-2016,0.0
2016-09-10,40,2014-2016,0.0
2016-09-10,121,2014-2016,0.0
2016-09-10,33,2014-2016,0.0
2016-09-10,103,2014-2016,0.0
2016-09-10,13,2014-2016,0.0
2016-09-10,66,2014-2016,0.0
2016-09-10,123,2014-2016,0.0
2016-09-10,63,2014-2016,0.0
2016-09-10,21,2014-2016,0.0
2016-09-10,49,2014-2016,0.0
2016-09-10,70,2014-2016,0.0
2016-09-10,45,2014-2016,0.0
2016-09-10,100,2014-2016,0.0
2016-09-10,92,2014-2016,0.0
2016-09-10,9,2014-2016,0.0
2016-09-10,114,2014-2016,0.0
2016-09-10,101,2014-2016,0.0
2016-09-10,138,2014-2016,0.0
2016-09-10,31,2014-2016,0.0
2016-09-10,104,2014-2016,0.0
2016-09-10,5,2014-2016,0.0
2016-09-10,126,2014-2016,0.0
2016-09-10,14,2014-2016,0.0
