date,date_millis,rainfall_5day_mm,source,is_dry
2023-02-11,1676094870083,0.0,ALOS2,True
2023-12-12,1702361303965,0.0,ALOS2,True
2023-12-20,1703117080000,0.03441717617350853,S1,True
2023-12-20,1703117105000,0.03441717617350853,S1,True
2023-12-21,1703138486423,0.03441717617350853,ALOS2,True
2023-12-26,1703570863352,9.67553160971141,ALOS2,False
2023-12-26,1703570904114,9.67553160971141,ALOS2,False
2024-01-01,1704153880000,0.0,S1,True
2024-01-01,1704153905000,0.0,S1,True
2024-01-03,1704304954516,0.002085889523928882,ALOS2,True
2024-01-13,1705190679000,0.001042944761964441,S1,True
2024-01-13,1705190704000,0.001042944761964441,S1,True
2024-01-17,1705514554692,3.973731990393198,ALOS2,True
2024-01-20,1705794992000,4.053916038141599,S1,True
2024-01-23,1705990104109,4.383169610338983,ALOS2,True
2024-01-25,1706227479000,10.990715502624177,S1,False
2024-01-25,1706227504000,10.990715502624177,S1,False
2024-01-31,1706724154245,14.36548018619677,ALOS2,False
2024-02-01,1706767286381,12.842750238620336,ALOS2,False
2024-02-01,1706831792000,12.842750238620336,S1,False
2024-02-06,1707199663022,7.483783102481948,ALOS2,False
2024-02-06,1707199703784,7.483783102481948,ALOS2,False
2024-02-06,1707264279000,0.06372188025578887,S1,True
2024-02-06,1707264304000,0.06372188025578887,S1,True
2024-02-10,1707544428611,0.0,ALOS2,True
2024-02-10,1707544469366,0.0,ALOS2,True
2024-02-13,1707868591000,5.202198221251095,S1,False
2024-02-14,1707933754495,5.202198221251095,ALOS2,False
2024-12-14,1734221076000,0.0,S1,True
2024-12-14,1734221101000,0.0,S1,True
2024-12-21,1734825388000,14.367883038819446,S1,False
2024-12-24,1735020463274,15.581829842218106,ALOS2,False
2024-12-24,1735020504030,15.581829842218106,ALOS2,False
2024-12-26,1735257875000,1.509345568284194,S1,True
2024-12-26,1735257900000,1.509345568284194,S1,True
2024-12-28,1735365228901,1.509345568284194,ALOS2,True
2024-12-28,1735365269663,1.509345568284194,ALOS2,True
2025-01-01,1735754555017,0.0,ALOS2,True
2025-01-02,1735862187000,0.0,S1,True
2025-01-07,1736294674000,0.0,S1,True
2025-01-07,1736294699000,0.0,S1,True
2025-01-14,1736898986000,1.2393353229773312,S1,True
2025-01-15,1736964154700,1.2393353229773312,ALOS2,True
2025-01-19,1737331473000,1.2393353229773312,S1,True
2025-01-19,1737331498000,1.2393353229773312,S1,True
2025-01-26,1737935786000,0.0,S1,True
2025-01-29,1738173754297,0.0,ALOS2,True
2025-01-31,1738368272000,0.0,S1,True
2025-01-31,1738368297000,0.0,S1,True
2025-02-04,1738649263366,0.0,ALOS2,True
2025-02-04,1738649304132,0.0,ALOS2,True
2025-02-07,1738972585000,0.0,S1,True
2025-02-08,1738994028751,0.0,ALOS2,True
2025-02-08,1738994069513,0.0,ALOS2,True
2025-02-12,1739383354765,0.0,ALOS2,True
2025-02-12,1739405072000,0.0,S1,True
2025-02-12,1739405097000,0.0,S1,True
2025-02-13,1739426446151,0.0,ALOS2,True
2025-02-13,1739426486908,0.0,ALOS2,True
